spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
267,0,1632,134,9,772,150,268,276,836,553,50727,101613,5,4966,184,0,74221,0.0,0,508817405,Meistermacher,"171,48"
525,0,3805,426,9,1586,193,357,438,438,804,441416,549392,6,6194,578,3025,342379,215.99,2634,502742375,kub4n3c,"841,12"
1085,0,9523,159,22,1326,253,676,733,899,1431,148862,264763,6,30344,693,1138,228127,52.0,4742,509483129,semisyntetyk,"205,24"
37656,557,174982,587,532,2557,9110,16540,16417,34974,33489,38721259,38180487,9,244718,28744,9446,19657943,402.2,91656,603262290,LucianCorsar,"1311,12"
6870,0,41123,607,152,2386,2668,3506,3027,14016,6685,10034920,6406343,10,57478,8692,2712,4059933,506.42,73,501573187,lostmyski11,"2170,59"
722,10,7693,266,31,1635,450,876,1022,1856,1929,614708,1342066,5,16357,696,2668,512868,110.89,4687,618705298,cyrkunosvatoslav,"384,73"
1031,0,14711,491,5,1811,209,314,186,969,505,189219,65096,13,21811,1179,1261,248135,55.09,9886,608273402,1vs1_HarHy_Bcex,"2446,35"
3104,5,14721,197,52,1314,1128,2180,2634,4939,4866,837366,2568704,6,32519,1986,2340,960658,142.35,4266,502804633,reddevil06,"168,08"
18643,107,77513,356,277,2386,4349,9449,9607,26990,19333,10829414,12428497,10,127561,12462,5279,6886486,254.62,21513,595001828,Vasya_lu,"832,97"
537,0,12887,253,14,940,213,331,280,1353,625,120208,119024,7,31847,609,1066,158010,51.21,6892,635964335,orrdin,"588,74"
692,0,3202,231,7,1533,110,453,464,673,924,138929,291890,7,10269,387,1494,213465,58.42,2049,549090671,ariel_289,"271,47"
6156,19,39313,300,53,1643,1367,3621,4126,4258,7800,3331544,4755505,7,86658,3895,4322,2336796,181.03,22033,629632296,V_VENDETA_2014,"589,28"
477,0,2429,197,4,1112,81,245,267,857,516,97958,144757,5,6483,291,1566,101423,64.44,1652,517873179,insane_srb,"445,21"
805,3,4895,156,11,1380,109,461,591,537,1063,133651,502503,5,11602,257,2971,166310,87.96,2376,613892071,Klapan_6996,"152,92"
1477,0,8719,294,16,2163,361,974,1065,563,2055,582352,984483,7,14345,999,3202,605088,115.79,5418,632737299,RenamedUser_66809679,"460,66"
515,0,1863,143,14,585,103,282,305,483,601,56083,120793,4,5222,188,750,85690,60.31,1224,524379365,badmr2,"148,27"
6479,458,26554,361,85,1890,1619,3442,3570,5373,7097,4032805,5555001,7,45265,4521,5585,2559968,263.44,17713,604715650,killa_bi,"795,83"
2894,0,10212,382,7,2099,401,877,792,2077,1676,766936,775604,10,15516,1456,2188,640456,321.26,7210,607809315,Kolm__UA,"1280,89"
2717,24,13122,272,35,1527,658,1817,2044,2869,3896,1331446,2568010,7,32262,1772,4361,1060512,142.06,8430,516120771,SasaKraljPilota,"459,03"
2253,0,11377,231,31,1218,564,1430,1617,1877,3078,825046,1278648,7,22936,1645,1988,712085,138.46,7414,523440867,xtrdi2,"443,98"
2317,0,17469,426,34,2150,789,1371,1331,5372,2736,1902382,1684761,8,26501,2394,3962,1165876,223.68,12158,596823256,Vanila_Ice_snajper,"1114,13"
7965,101,46524,281,87,1845,1814,4190,4738,5945,9015,3157110,5043119,10,95315,4292,4750,2534304,163.28,28557,515493251,carevna_MK,"528,27"
9882,10,53333,288,150,1509,3552,5700,7124,19974,12974,5332520,6023925,10,100985,8196,5186,3741745,175.75,37636,625603687,Corpse_Crusher_23111363,"636,29"
6178,0,29683,554,118,2208,1800,2941,3000,7450,6059,5502053,6340319,7,47945,4592,5176,3356604,606.97,7608,619360395,DIMAWIN_,"1081,80"
11635,436,41868,285,110,1662,2322,6829,7706,9632,14645,6358291,10185989,9,72024,6686,4172,4180956,164.07,28073,625931708,koresgh,"544,19"
16425,0,36600,559,153,2182,1099,3731,3731,11863,7615,6308569,7832305,8,56411,5450,3647,4256523,440.13,701,500587238,Petrolhead2114,"1070,11"
5751,1,42547,358,64,1506,1678,3087,2761,8059,5912,4038628,4040358,9,71755,4834,4931,2116300,233.13,25571,655251725,max_mark2,"1127,50"
33653,1083,162328,413,580,2217,6202,20112,24285,34197,44977,22676736,41063420,8,271698,17432,5123,18572787,216.12,92264,595096345,kuzma27,"503,10"
27351,0,126679,495,254,2721,4878,10934,9679,20999,20867,18870727,17694940,9,199952,16891,7442,10318944,412.23,44781,619636420,italiaroma_2690045,"1383,33"
45465,1185,311680,414,1096,2277,20551,33370,33713,71679,68179,49744117,50980104,10,525511,57801,7011,28252343,213.56,152930,595791252,bibikvan,"963,25"
7592,163,44832,418,87,2178,1635,4225,4412,2482,8724,5961180,6757229,10,72371,5879,5287,3649837,209.31,28808,550400161,Nickolas1234,"971,39"
414,0,2298,208,5,816,257,428,489,1009,922,188066,429550,5,3913,312,1581,191398,104.3,1482,531706044,Dawidsss111,"231,13"
2944,2,24641,356,74,1627,1930,2847,3013,6974,5934,3925214,3511561,8,37541,4592,4548,2114398,214.45,8935,507709991,vlasmenik,"963,95"
1436,0,6839,284,16,1455,300,705,875,2792,1596,427114,965061,8,13892,625,2194,453706,157.38,3423,532939143,crantzz,"351,93"
579,0,2442,153,15,706,148,405,455,651,875,104199,227429,5,5751,319,1271,134209,65.77,1697,512518470,reset901,"192,13"
1463,0,6098,175,24,1209,365,836,959,3350,1819,200781,556090,6,14074,476,1201,317965,104.98,1278,509612753,Berlinerping,"123,18"
724,0,5471,287,11,1326,135,374,423,330,808,278933,444452,5,8333,353,1759,232020,165.06,3543,536615885,Kabanvepr,"753,99"
1993,0,10110,195,34,1287,566,1213,1386,2652,2633,534354,844386,6,26740,1379,2547,514420,116.44,3181,619687261,RenamedUser_2885846,"374,79"
540,0,5965,141,14,528,218,434,444,422,892,86125,154724,4,14482,315,659,125600,49.21,2703,626826151,RenamedUser_26621900,"194,89"
2095,0,15209,238,33,1457,517,1402,1767,2997,3202,633371,1737808,5,38818,950,2776,761701,153.49,7278,529075468,RomanusRazor,"166,28"
793,7,5014,199,11,998,243,548,552,1802,1111,207136,308864,6,10675,594,1458,220780,83.6,1251,506911164,mamalancien,"393,28"
1345,0,4524,102,29,682,261,715,831,1466,1575,48327,174004,4,25678,304,536,161421,28.9,2221,626095561,RenamedUser_24441298,"45,47"
250,0,1714,302,3,1698,97,259,317,167,579,197050,374062,5,3715,195,3056,174813,111.02,1059,536507995,oksumas10,"431,89"
16727,706,121155,413,259,2037,8683,13817,14803,10506,28879,21888352,24175820,9,167091,21893,5641,11917130,217.86,90217,529092870,SirCrank6,"950,46"
13390,249,43023,271,134,1625,2489,6760,7664,11351,14558,5017489,8709488,7,77802,5884,4435,3940166,202.08,19403,621321741,Ruslik0888,"454,13"
3143,153,39840,498,167,2460,2238,3417,3184,7055,6768,7348550,5734070,8,67709,6493,7108,3370305,281.86,26592,635449694,Hans_Belter_Pz_1989,"1332,54"
3760,0,21373,292,41,1329,1317,2717,3140,4529,5898,2677249,4101207,6,37245,2600,3304,1725128,187.25,11694,655295865,professorj007,"566,10"
858,0,4480,215,10,931,209,539,641,810,1190,232402,475775,5,10906,556,1518,255523,105.35,1979,511032023,Maximus0o0,"279,59"
871,0,9515,188,6,1032,172,395,478,1581,879,74101,183094,5,23717,340,763,165024,58.12,3789,533343995,Mr_M_80,"145,12"
1769,0,5960,199,6,1087,324,1031,1272,2305,2309,344973,1008404,6,20471,660,1547,459345,112.42,3472,501924930,kulor,"125,46"
20069,1351,112083,515,371,2457,6871,12069,11766,55784,24206,29801253,25595455,9,168264,20937,7768,12461998,346.57,52002,501596376,Otiggeur,"1366,64"
23156,2075,156003,428,394,2583,8106,16124,16820,20516,33338,24221464,27505622,9,267666,21410,8226,14278175,219.57,94409,598313284,saha13050,"963,12"
417,0,2915,241,7,1071,111,303,319,984,629,166974,324633,4,5111,215,1650,151749,144.92,1520,673983580,Blinkinblin,"430,01"
281,0,3808,230,10,968,240,394,402,920,806,231556,327065,6,6722,488,2712,185451,103.93,1309,513510122,xsenas,"519,08"
7797,375,55682,510,168,2225,3140,5304,4704,22535,10176,12743907,10487913,7,85565,8927,7066,5190809,351.3,37826,597306583,nuri_qazaq,"1517,98"
8882,4,35990,406,106,1812,1892,4096,4887,8332,9089,5218107,9286022,9,56710,4016,4800,3691736,362.28,9768,502401393,Cwanymc,"575,17"
1977,0,10105,218,36,1268,668,1618,1807,3536,3461,839221,1477993,8,21155,1480,3094,753533,102.72,6202,611198982,shoha_spartak,"336,63"
1667,152,10744,268,19,1457,646,1252,1381,4670,2652,809813,1309657,10,22364,1300,2727,710167,122.3,6469,536462044,DonBranko_SRB,"458,69"
20596,280,111415,490,145,2724,5032,10573,9885,7806,20603,20941994,19447205,9,172466,17259,7306,10097021,305.12,73573,525202716,Minhoo,"1417,84"
1726,0,9789,260,17,1545,453,1239,1334,2596,2590,873792,1609881,6,17531,1126,2845,672642,149.92,5745,524014039,cortecs,"453,05"
6221,0,32138,390,50,1777,1626,3166,2976,5093,6192,4142626,4580078,7,51380,5180,4581,2412261,363.11,12355,623304792,LEW20_16856607,"1114,14"
1246,0,12940,315,3,1463,81,265,252,929,520,115034,116929,7,28386,499,1889,163950,88.04,6706,614146094,oSTRAK_strelok,"883,01"
52399,971,205266,393,526,2060,8866,20333,21651,25306,42510,27433168,39304059,8,347478,22675,5909,16707787,327.74,129955,597481860,vassofia777,"812,44"
9435,0,50322,386,83,2029,2435,4301,3699,10092,8083,6088666,4248489,10,85195,8247,8220,3123432,312.38,11669,504425291,Grogla,"1551,40"
2866,0,16562,251,96,1187,1678,3094,3450,13821,6640,2373602,3817810,6,35077,2963,0,1669687,0.0,0,620595130,evgenu42,"429,68"
576,0,2564,140,7,597,183,394,427,1506,828,69352,175718,4,6339,248,691,115781,54.54,1567,518783121,perlik1990,"117,55"
21651,0,154499,535,497,2355,10721,15785,15342,48947,31624,32381306,30118745,9,219374,26878,7978,16926603,336.93,51992,501518937,Aniolek_777,"1299,30"
4199,0,26670,510,58,2271,484,1928,2211,2618,4197,2886963,4284447,8,43573,2448,5411,2141115,219.34,17869,673511703,Paw4321,"873,47"
21632,293,81188,467,226,2545,3583,8500,8280,17053,17006,12681578,12958786,8,125547,11944,5486,7948382,259.03,23093,500094374,Philion,"1117,54"
29038,480,127755,386,216,2123,7131,12964,12061,36441,25241,19475163,15139060,9,217352,21825,5644,9741271,316.41,66483,620355400,Prihodyad,"1325,16"
3277,0,24394,1192,36,2972,834,1240,806,663,2082,6631849,3252294,9,30409,3318,10244,2480727,548.34,19425,585754934,Tpyba4,"4195,31"
5195,0,23218,233,41,1167,589,1793,1885,4859,3719,781117,1652744,6,49298,1438,2185,867374,265.6,6403,622282791,VOYAKA0879,"367,58"
675,0,4147,204,5,1107,141,372,371,1265,748,122649,207352,7,7980,389,1571,152587,81.03,2230,502772179,erakles2,"345,71"
462,0,3303,356,3,1388,132,336,320,582,659,254633,269288,6,5189,462,2494,234405,132.14,2195,633858707,RenamedUser_74711340,"707,00"
332,0,3277,256,8,1435,179,314,268,1552,590,148085,122863,9,5982,436,0,150831,0.0,0,500974488,sgtdieselmannen,"741,33"
3233,25,23337,423,91,2067,1446,2420,2758,8771,5269,3755568,3523595,8,36122,3956,3189,2230849,166.77,3840,501141437,Pelle32,"947,02"
372,152,2245,286,5,1125,105,245,287,442,537,175264,291772,5,4713,225,1887,153617,135.85,1126,538226926,Maudetour,"545,52"
1102,0,4931,173,15,975,243,594,744,477,1353,160956,479587,4,13901,336,1771,233842,99.35,2329,627049391,RenamedUser_27292056,"107,04"
546,194,5552,374,20,1497,274,441,463,1041,924,622646,580934,5,11771,651,2885,345448,205.75,3424,572592604,MOCKALL,"1084,99"
492,0,1980,192,13,822,102,316,300,382,629,109645,166411,5,5138,366,0,120703,0.0,0,618991130,RenamedUser_641158,"434,18"
22918,394,136272,544,270,2493,7505,11609,10926,21996,22805,23613189,20324018,9,205643,21897,7608,12407157,383.22,71461,503695459,Gianmarco97,"1503,56"
4256,77,34966,385,50,1739,1595,3077,2680,6849,5807,3519211,4429803,7,56402,3881,4986,2234688,201.88,21053,518938599,Maxik_18,"899,82"
2002,0,10339,263,41,1123,698,1317,1383,3152,2741,1090171,1201563,7,17620,1626,1495,720398,59.23,20,637319333,Urusai_Dono_2404614,"716,18"
22801,1120,120787,476,305,2447,5524,11197,11667,27652,23169,22018810,24326741,7,186300,15212,8262,11039368,345.99,78814,596976608,RED_LONDON,"1091,12"
9533,154,53978,292,95,1682,1803,5088,5864,7628,11047,4071884,8896815,7,118179,3930,3696,3228180,217.47,26754,524586749,petric33_M,"418,79"
11355,807,64489,335,305,1881,3691,8257,9284,8639,17846,8757951,16663432,6,107853,7560,5580,5983842,210.95,42911,595187043,Leonkiler_UA,"532,04"
1632,1,15454,205,14,1014,400,1121,1407,788,2542,385771,989920,6,39917,956,1965,521053,100.76,7538,540100933,antek2007_2016,"160,62"
1430,0,8638,204,28,1606,490,1143,1320,2884,2491,485254,894078,8,19353,1275,2394,508412,123.05,2290,507709361,rob1555,"335,52"
4280,30,30149,212,78,1304,1290,2602,2706,6988,5386,1124335,1688818,9,69857,2626,2394,1141835,103.56,13359,507592428,Irakli_77,"450,94"
4763,136,24736,365,58,2034,1303,2934,3394,5371,6386,3046427,4745538,8,43234,3221,4522,2332852,187.51,16182,521590674,xKabaDayI,"602,96"
11001,786,48944,461,250,2061,2966,6146,7011,9869,13407,12235967,13865710,8,83215,8574,9296,6182389,303.53,32883,657783336,Crazy8_EU,"907,25"
30343,821,187456,426,745,2256,12452,21279,23859,32831,45883,37731616,49837338,7,271908,26188,6750,19540079,341.98,90212,602114902,kamal12_4265073,"796,42"
5411,0,39143,252,105,1546,2619,4841,5215,17932,10161,3239926,4348011,7,76044,6075,3587,2563376,146.96,24752,620013339,chima1970,"514,33"
730,0,3872,140,6,863,112,431,495,806,932,88672,200073,5,11154,341,1162,130401,80.37,727,512020723,mak3232,"150,98"
9138,13,47098,340,93,2094,2749,5972,6184,11834,12249,6819076,7969040,8,88114,8011,4823,4159264,182.64,34940,626797378,johnny_b_85,"807,01"
774,0,5738,177,4,1101,228,588,632,1012,1224,151448,260802,6,14097,501,1019,217016,55.04,3041,631270446,Isa_bsm,"247,42"
494,0,2533,188,6,1661,102,321,341,570,668,91155,171610,10,5183,282,1203,125429,65.15,1647,632781417,RenamedUser_67141870,"246,31"
5095,16,31101,409,54,2088,1177,2336,2248,4338,4638,2539447,2271547,9,60769,3421,3956,1897742,246.97,7121,500885700,deugh,"1156,69"
7394,2,33579,399,76,2079,2076,3397,3614,6259,7087,4109098,4224068,6,51494,4569,4712,2828585,399.54,8730,500358217,Eichel,"911,54"
21199,2402,101351,513,273,2447,5171,12131,13889,20068,26293,18048288,26674633,9,167435,11970,5229,13490268,253.55,57967,539163324,Tatsu_Ishogai,"656,68"
269,4,1911,169,8,1089,227,442,499,183,949,106240,156045,5,6286,289,1185,160618,43.1,1251,528631292,Abigay,"144,21"
7620,1128,29298,465,138,2195,1947,4281,4772,4312,9191,5892810,7105636,7,55740,4550,5682,4277166,196.24,16999,635643599,krava1986cccp_103170651,"708,92"
312,0,1808,184,2,822,112,232,278,747,512,81902,142648,4,3968,221,1300,93976,61.08,1001,532421922,Deylo,"273,58"
8668,397,51680,500,87,2112,2558,4496,4274,4200,8857,8267706,7918269,13,83682,6833,6456,4425949,309.65,33572,558605699,Marsv_,"1292,56"
9713,702,44957,588,108,2173,2413,4626,4958,20372,9692,7897283,8142506,8,70515,7343,6611,5695943,280.95,31043,527450186,Tregoles,"1138,78"
5990,115,34194,323,109,1866,1765,3869,4285,5352,8263,4513391,6481944,6,60435,4255,6199,2668992,204.7,21637,609401314,17_Akbar,"656,67"
331,0,1270,114,4,560,55,237,300,324,541,28875,108670,5,2632,110,567,61511,46.36,745,626966493,RenamedUser_27039566,"33,15"
41532,0,153950,411,346,2142,6909,15058,16360,22434,31764,25683767,40227951,8,239478,19763,5767,13068298,457.44,104029,503223781,saravaliaris,"798,02"
1225,0,9181,810,7,2511,201,438,329,271,774,1340771,824053,8,11972,1018,7437,627020,455.59,7063,580923213,COMING_BACK,"2727,48"
914,3,3958,394,4,1865,84,301,353,390,658,271799,468150,7,5219,265,2611,259468,180.99,2408,585775937,Yaaaric,"725,89"
7166,883,36934,293,134,1574,1651,4363,5296,8725,9793,3528344,7042498,5,92454,3408,3624,2864558,176.14,19666,515610558,alfredoooo_2013,"369,82"
6230,375,29373,419,82,2019,1323,3276,3428,2233,6786,5379431,6488882,6,43972,3848,5736,2841699,277.31,19981,539179807,adiho999_YT,"951,66"
4149,1,28521,318,44,1883,1544,3012,3441,3896,6497,3107436,3692706,6,57576,3854,5511,2068145,189.54,17701,655075307,pevent_break,"690,80"
195,0,2047,267,12,1141,191,286,253,199,551,284304,78942,6,4829,657,2000,147358,134.62,69,620375892,RenamedUser_5334417,"1506,37"
472,0,1080,140,5,933,61,209,288,495,502,43262,144356,4,2732,135,1100,70357,48.79,699,554919287,caporal86,"19,34"
947,0,6103,229,13,1203,367,814,1059,1702,1886,484083,943377,6,12252,802,1861,431360,145.46,3548,620138984,andre21032103_4466332,"297,37"
509,0,4039,591,13,1868,168,310,364,1068,687,629188,846992,4,6144,389,4831,406143,236.17,2671,679949293,Tusentakk1989,"913,45"
16764,56,86119,485,212,2290,3733,8575,9020,22275,17807,16404344,19596446,8,132018,11372,6225,8642312,345.09,40268,619273531,ivan444435,"1033,86"
768,0,6230,373,10,1682,290,534,504,2036,1048,609303,518990,6,10365,1036,2989,390514,165.88,2744,510601276,KPA3ucT,"1481,25"
8848,0,66401,284,201,1931,5106,8101,8947,20763,17249,7355750,11730498,8,129813,9701,4370,4901690,150.89,39043,626386845,BERKUT_YDACHI,"561,25"
470,0,2747,153,4,1011,84,241,288,343,533,32071,83780,6,7761,158,648,81510,25.95,1484,532816173,08FRRR,"43,08"
871,0,5162,161,13,966,191,592,647,1237,1252,168408,315264,6,10991,464,1273,202143,62.33,3040,624925461,RenamedUser_21012217,"236,27"
2135,0,8571,296,2,1107,42,320,344,439,666,96777,132669,5,19075,350,805,197052,60.11,4404,635697452,guk42654,"473,68"
817,0,6974,308,17,1246,282,545,547,1320,1109,521104,680439,6,11005,753,2986,341407,176.73,4749,667660818,Fruktoz1we,"915,19"
24036,147,128300,508,193,2440,5203,10186,9007,17094,19386,21383395,18343062,10,199485,19036,7329,9852358,476.62,55974,505994324,TurretSyndrome,"1638,42"
9999,209,40224,257,120,1727,1475,5205,5860,3535,11185,3366095,6584556,8,93998,5023,4512,2879041,153.67,24877,594876630,HORNY002,"447,77"
567,0,2165,158,12,717,142,373,418,1239,803,83754,226867,4,4998,256,0,127032,0.0,0,673335103,RenamedUser_4712705,"107,31"
389,1179,2705,231,19,1014,533,765,891,1172,1675,479682,295243,5,9938,791,1953,386826,35.05,1171,611582089,gront_2018,"342,91"
814,0,4227,162,21,1039,164,530,660,1944,1211,120231,468810,5,9039,346,1264,196311,84.84,2609,516066384,PantherWarrior123,"41,17"
7378,30,25284,252,107,1848,1740,3835,4659,10647,8601,3177432,5320081,7,50785,3736,4287,2170339,188.93,8101,502542582,haurein123,"431,47"
1344,50,2057,527,3,1820,111,283,238,443,524,202702,288593,5,3101,263,2004,276101,628.06,1628,601219804,sergejmvv,"896,35"
687,0,4061,160,18,966,174,544,637,1081,1199,152238,406725,6,13247,411,1939,192094,74.88,2424,514853140,daanberghorst1,"126,33"
546,0,2377,211,8,936,189,393,528,1055,929,221421,434045,7,5438,335,1921,195948,97.4,1554,627132871,RenamedUser_27544707,"298,66"
1604,83,8037,235,40,1322,391,1097,1331,2884,2468,589086,1248975,4,16769,977,2881,579063,106.19,5006,657143584,___ilyuly___,"293,82"
39,602,1673,220,21,992,379,472,524,143,1017,333285,215179,4,5016,420,1909,223818,48.81,124,615811545,mactepckaya,"460,26"
252,0,2832,199,14,1059,229,347,420,782,781,193825,135213,5,7641,507,1759,155768,69.26,1146,500301574,Carabushu,"484,34"
2152,0,8665,182,24,1041,285,951,1077,2701,2052,300423,726803,7,21254,606,1223,374407,112.42,1592,507584149,bognel,"212,17"
1796,0,11971,276,17,1667,236,762,816,744,1595,462963,723014,6,42541,770,3819,440423,145.66,6343,522738963,Sturmpfeil_1,"553,42"
903,0,5127,246,15,1155,220,523,591,1439,1129,363416,640550,5,9171,457,2648,277665,116.74,2976,655977693,MADARA0000_1,"578,67"
2859,44,14124,327,36,1365,691,1457,1518,3798,3011,1365580,1939641,6,24221,1721,3425,986000,293.58,7384,601577871,Nexis_14914,"704,08"
2073,60,12291,158,20,1169,608,1568,1824,3706,3412,335083,1052416,5,31950,955,1318,540666,65.03,6003,509786504,funaj1979,"74,62"
71544,690,438218,717,871,2969,19071,34928,31040,61818,66839,119828994,92236479,10,596064,70317,9443,47923653,451.02,313270,508970023,MaD_DoG85,"1890,91"
4050,253,22041,455,51,1916,996,2517,2783,4232,5351,3201388,5642510,7,34821,2550,6315,2436909,231.11,13208,536973310,kamilos7890,"649,99"
1728,981,7396,311,56,1382,867,1704,2310,3425,4070,1173115,3118093,5,18246,830,2946,1267128,148.4,2839,510049488,tigristank001,"133,57"
22331,667,117169,615,170,2811,5106,10730,10131,10176,21031,21530810,20772300,9,169406,16664,6216,12928122,428.44,76799,501505191,Doli95,"1338,91"
1148,33,6427,256,16,1855,416,797,976,1103,1789,547362,877681,5,14802,773,1910,458536,130.91,1237,503403547,camarosso,"418,50"
4251,145,9388,171,31,1115,714,2355,2804,5763,5190,429621,1461649,6,31284,967,1415,885230,74.58,5155,535771608,Fakk21,"57,33"
9131,10,46831,288,68,2147,994,2713,3077,11490,5858,2032051,3187951,8,86558,3463,5900,1689580,195.68,14422,503671241,MARiO_Ushia,"642,11"
15765,1707,95265,368,385,2060,5346,10451,11894,16347,22730,12184010,19319591,8,172565,9762,5374,8356804,238.84,54872,538775538,HasRedavenger,"607,12"
1132,0,6304,211,36,1075,496,841,940,3946,1817,407566,940891,5,12298,681,2179,382717,147.26,816,502087902,WiatrWroclaw,"261,06"
5321,0,15713,176,64,993,1117,3087,3873,6821,7024,717607,3316642,5,40633,1223,1583,1232946,116.76,9048,544791287,Egon59,"43,73"
4608,36,31724,332,70,2093,1576,2672,2687,3793,5429,2375151,3268051,7,56023,3002,3148,1801341,195.63,19399,522160104,Trollog,"781,80"
46825,19439,276422,660,1021,2510,21694,32561,30099,25873,63681,90705735,53131213,10,482606,56325,8522,42002739,344.95,178598,594997747,minided71,"1484,42"
799,0,3225,125,15,588,160,391,478,270,884,64934,141206,4,8388,323,536,110821,66.48,316,619144918,RenamedUser_1129518,"115,72"
3463,447,14150,470,53,2142,587,1391,1624,5086,3068,1484306,2472650,7,21658,1780,3783,1442789,195.27,7839,526745511,Tytanowy_Januusz,"614,16"
2770,97,18294,263,28,1368,461,1398,1618,2227,3044,935305,1942078,5,33822,1047,3433,801930,151.29,9956,570057283,quant151,"412,65"
29672,35,150938,672,189,2615,6015,12782,12283,14127,25254,37875446,33910335,9,210445,24279,9198,16979779,399.89,107838,517446327,nasko_nasko,"1669,45"
906,134,6252,318,16,1496,296,801,978,1358,1795,624150,1245386,7,11632,765,3640,570500,145.93,3641,549713236,xx_RedArrow_xx,"408,35"
978,0,7981,190,15,1155,440,955,1071,2698,2041,328791,755372,5,16226,740,2071,386832,94.09,4708,594833713,KIRILL09041986,"224,17"
244,0,2240,136,10,720,195,339,363,1064,712,63883,124961,4,5798,260,838,97021,66.54,293,622555679,RenamedUser_14066118,"126,75"
357,0,2628,329,16,1346,148,306,348,1214,670,264606,538654,4,5421,249,3474,220257,198.08,1442,627451866,RenamedUser_28416175,"440,32"
11063,427,72108,307,144,1805,4519,9038,9754,6974,18936,8930882,11414355,9,140347,11192,5893,5821551,157.07,47124,595725052,ome9308,"701,84"
41170,1010,201945,382,412,2237,6645,19290,21871,22795,41573,25594373,40769049,8,334783,20996,5995,15893907,309.41,115748,595387870,888df,"671,09"
1547,0,8509,408,7,1919,219,554,449,946,1010,400540,434310,8,13731,920,2517,412375,151.01,5933,545550896,Gryze_K,"1024,92"
2613,53,16242,366,83,1772,830,1783,2604,6265,4470,2037056,4232934,6,25119,1651,3555,1635765,197.1,9843,569869349,Tita_XD,"401,77"
44080,3052,244673,759,600,3312,15391,22581,18614,57946,41795,63789441,40745511,9,342770,46979,9262,31724419,433.62,152109,622236814,LightFuture_12864109,"2051,67"
793,34,5793,374,18,2235,191,526,557,141,1101,517743,831777,5,10292,518,3203,412137,180.81,3792,562666326,CO_I_KERMAN,"692,30"
1666,30,8632,305,33,1785,306,1120,1464,977,2617,950261,2407044,8,15593,812,4216,798471,183.57,5024,595855762,_Ghost_Rider_Play,"302,37"
402,0,1975,148,2,1650,82,286,367,120,655,50005,158089,8,5071,182,812,97072,54.28,1147,548282302,RecepCimen,"37,02"
29873,1945,129176,611,268,2519,6025,12010,11538,28436,23816,24544801,21790438,9,202621,18230,7392,14560802,397.93,86214,506450219,_Shogun_pl,"1285,59"
9534,0,48456,399,126,1983,2429,4417,4333,12237,8876,7614662,6749348,8,78603,7300,5772,3543842,322.13,19378,637673694,yuraromaniv_7786849,"1309,05"
8959,428,26708,503,113,2292,1463,3220,3549,5948,6882,4184812,6377570,7,42998,2975,5073,3465036,397.49,14353,503092976,maxwin,"675,99"
435,0,5302,177,16,807,431,497,628,2033,1141,159354,348492,5,20273,406,0,201685,103.89,20,506291224,suzukiweize,"124,84"
952,0,10397,282,25,1254,277,653,561,2983,1239,343476,491787,7,20353,649,1590,349912,77.94,7236,601343597,yuriygamer,"545,60"
27549,9,147609,649,414,2872,8816,12286,8086,48219,20786,24390903,13547555,11,211643,29607,7225,13488614,415.63,28465,618851127,Resident_ua_215063,"2316,40"
2522,15,16521,339,30,2118,387,1211,1313,1832,2554,1189149,2071708,7,32748,1196,3958,864616,172.82,9044,582645534,piscous2000,"730,26"
7597,25,35052,341,80,2004,1605,3766,4226,9090,8072,3947954,6062217,8,60101,4360,6369,2749270,233.97,18494,509634946,kopulka12,"677,89"
968,0,8582,184,33,1457,769,1245,1678,3911,2956,520175,1415220,5,15416,809,1881,544996,91.48,4902,564251506,BUSCH8,"160,46"
372,0,1973,153,13,952,68,261,265,632,539,45222,102742,4,4786,186,650,82296,91.44,690,622520163,RenamedUser_13918644,"133,93"
2555,376,11513,208,32,1211,858,2135,2561,2496,4728,932918,1939292,5,26628,1493,2750,984470,98.51,6817,507186337,Desensitized,"214,03"
16492,143,95455,405,200,2416,5527,9377,9330,13464,18907,13811851,13090602,8,155345,15049,5963,7648062,304.3,57465,595467027,BMW318_174611,"1097,95"
7550,3521,97755,243,192,1698,5758,8856,9419,9129,18467,6432512,4519921,7,228985,10829,3881,4492298,64.87,44685,509729992,mirko7733,"615,43"
22438,201,77587,691,106,2676,4484,7668,6183,11300,13957,17759051,10433049,9,112625,14601,6915,9640184,472.52,52728,510118990,geenix,"2176,31"
9154,30,60249,431,142,2317,2672,6329,6723,16961,13194,9697798,11523561,8,98525,8467,6268,5692419,274.7,19697,501207651,sunbornvbg,"892,75"
5110,0,22027,224,74,1387,1223,2812,2993,8189,5879,1675052,1956407,7,48287,2554,3486,1316905,136.36,1824,508354139,edite,"500,58"
1074,0,12908,198,40,970,948,1497,1593,6469,3130,520073,1454165,6,52979,972,2525,620505,101.04,7116,514892961,svenjo1,"186,23"
31248,1346,137449,416,378,2105,7973,14934,15222,28001,30534,25402349,25840891,9,222856,22578,7759,12715444,317.65,91334,595144554,DyDy01,"1107,21"
57144,1664,307651,645,834,2687,16112,25249,21360,53087,47443,63188091,44577346,11,502255,45055,10004,30594390,543.62,197970,595346873,Elctro445,"1704,92"
